Conflict.Name,Type.of.violence,Year,Long,Lat,Side.A,Side.B,Deaths.A,Deaths.B
Afghanistan:Government,1,2004,65.474153,32.920909,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,65.705795,31.611795,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.051232,30.179475,Government of Afghanistan,Taleban,5,0
Afghanistan:Government,1,2004,62.940045,31.749897,Government of Afghanistan,Taleban,4,0
Afghanistan:Government,1,2004,67.424297,32.527087,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,67.3747,32.4779,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,65.75,31.0,Government of Afghanistan,Taleban,2,3
Afghanistan:Government,1,2004,65.5743,32.9382,Government of Afghanistan,Taleban,5,0
Afghanistan:Government,1,2004,69.883334,33.383334,Government of Afghanistan,Taleban,1,1
Afghanistan:Government,1,2004,70.190835,33.383675,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,65.59305,33.352482,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,68.666712,33.678715,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.75,33.33333,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.253177,31.447533,Government of Afghanistan,Taleban,7,0
Afghanistan:Government,1,2004,69.192429,32.97518,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.75,31.0,Government of Afghanistan,Taleban,0,12
Afghanistan:Government,1,2004,66.051232,30.179475,Government of Afghanistan,Taleban,1,3
Afghanistan:Government,1,2004,70.183333,34.783333,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.905121,32.10368,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,64.817112,31.830848,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.25,32.25,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,68.051427,31.689623,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.457451,32.622501,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.465693,32.584696,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,64.994325,32.120374,Government of Afghanistan,Taleban,3,3
Afghanistan:Government,1,2004,62.5,31.0,Government of Afghanistan,Taleban,8,0
Afghanistan:Government,1,2004,67.157333,32.665379,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,65.873313,32.62675,Government of Afghanistan,Taleban,3,0
Afghanistan:Government,1,2004,69.883334,33.383334,Government of Afghanistan,Taleban,3,0
Afghanistan:Government,1,2004,69.918411,33.335091,Government of Afghanistan,Taleban,0,2
Afghanistan:Government,1,2004,69.491204,33.15664,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,65.6653,31.61449,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,66.905121,32.10368,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,66.690348,32.997793,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,65.174945,31.12796,Government of Afghanistan,Taleban,5,0
Afghanistan:Government,1,2004,64.0,31.0,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,66.045385,32.112391,Government of Afghanistan,Taleban,5,0
Afghanistan:Government,1,2004,64.772322,32.350174,Government of Afghanistan,Taleban,7,4
Afghanistan:Government,1,2004,65.873313,32.62675,Government of Afghanistan,Taleban,1,2
Afghanistan:Government,1,2004,66.3223,31.8012,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.045385,32.112391,Government of Afghanistan,Taleban,0,5
Afghanistan:Government,1,2004,66.5131,32.174,Government of Afghanistan,Taleban,2,2
Afghanistan:Government,1,2004,66.045385,32.112391,Government of Afghanistan,Taleban,2,1
Afghanistan:Government,1,2004,67.4925,32.6018,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,64.0,31.0,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,64.680084,31.788546,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,66.4002,31.00568,Government of Afghanistan,Taleban,0,8
Afghanistan:Government,1,2004,67.03305,31.841067,Government of Afghanistan,Taleban,4,0
Afghanistan:Government,1,2004,67.151789,31.918721,Government of Afghanistan,Taleban,0,6
Afghanistan:Government,1,2004,67.4156,32.5216,Government of Afghanistan,Taleban,3,3
Afghanistan:Government,1,2004,66.335951,32.378207,Government of Afghanistan,Taleban,0,17
Afghanistan:Government,1,2004,66.726,32.635,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.873313,32.62675,Government of Afghanistan,Taleban,0,2
Afghanistan:Government,1,2004,66.688212,32.612577,Government of Afghanistan,Taleban,0,21
Afghanistan:Government,1,2004,64.0,31.0,Government of Afghanistan,Taleban,2,2
Afghanistan:Government,1,2004,63.715688,34.008219,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.25,32.25,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.508063,32.178461,Government of Afghanistan,Taleban,2,5
Afghanistan:Government,1,2004,69.27614,32.713324,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.4002,31.00568,Government of Afghanistan,Taleban,5,0
Afghanistan:Government,1,2004,71.540722,35.266478,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,67.25,32.25,Government of Afghanistan,Taleban,0,5
Afghanistan:Government,1,2004,65.638,31.6416,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.705795,31.611795,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.987372,32.511956,Government of Afghanistan,Taleban,0,4
Afghanistan:Government,1,2004,70.41667,34.33333,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,64.608526,31.829363,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,66.4002,31.00568,Government of Afghanistan,Taleban,0,2
Afghanistan:Government,1,2004,67.75,33.33333,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,69.33333,33.666667,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.465693,32.584696,Government of Afghanistan,Taleban,1,10
Afghanistan:Government,1,2004,67.597553,33.709667,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,68.051427,31.689623,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,64.513,32.2223,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,65.04411,33.016315,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.053246,32.280746,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,71.437913,35.000833,Government of Afghanistan,Taleban,4,1
Afghanistan:Government,1,2004,62.374238,32.577855,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,67.25,32.25,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,63.879346,30.15106,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,66.508063,32.178461,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,69.958707,33.214845,Government of Afghanistan,Taleban,2,2
Afghanistan:Government,1,2004,68.946121,33.968151,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.633333,32.716667,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,65.873313,32.62675,Government of Afghanistan,Taleban,0,6
Afghanistan:Government,1,2004,70.084213,34.825481,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,64.765051,35.821369,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,64.8964,31.6782,Government of Afghanistan,Taleban,6,0
Afghanistan:Government,1,2004,67.253177,31.447533,Government of Afghanistan,Taleban,0,6
Afghanistan:Government,1,2004,66.552678,31.519681,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.673602,32.499925,Government of Afghanistan,Taleban,1,3
Afghanistan:Government,1,2004,66.335951,32.378207,Government of Afghanistan,Taleban,3,2
Afghanistan:Government,1,2004,67.181449,32.860043,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,67.3629,32.259197,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,69.162796,34.531094,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,70.888695,34.974796,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.051232,30.179475,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.076782,31.655219,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,64.131675,30.852922,Government of Afghanistan,Taleban,0,4
Afghanistan:Government,1,2004,69.958707,33.214845,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,66.530991,31.864296,Government of Afghanistan,Taleban,0,2
Afghanistan:Government,1,2004,67.6331,32.2123,Government of Afghanistan,Taleban,1,4
Afghanistan:Government,1,2004,65.63,32.103889,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,67.567827,32.217008,Government of Afghanistan,Taleban,1,7
Afghanistan:Government,1,2004,67.151789,31.918721,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.3414,31.321493,Government of Afghanistan,Taleban,0,21
Afghanistan:Government,1,2004,63.0796,30.1889,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,67.390181,31.725736,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,64.3636,31.471489,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,64.091336,31.270823,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,69.365335,33.469034,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,65.474153,32.920909,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,66.690348,32.997793,Government of Afghanistan,Taleban,0,2
Afghanistan:Government,1,2004,65.465693,32.584696,Government of Afghanistan,Taleban,0,5
Afghanistan:Government,1,2004,64.199166,31.854166,Government of Afghanistan,Taleban,9,0
Afghanistan:Government,1,2004,68.6384,32.9623,Government of Afghanistan,Taleban,5,0
Afghanistan:Government,1,2004,65.474153,32.920909,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,67.181449,32.860043,Government of Afghanistan,Taleban,5,4
Afghanistan:Government,1,2004,67.03305,31.841067,Government of Afghanistan,Taleban,12,0
Afghanistan:Government,1,2004,67.394208,32.495924,Government of Afghanistan,Taleban,7,2
Afghanistan:Government,1,2004,67.92984,31.639433,Government of Afghanistan,Taleban,3,24
Afghanistan:Government,1,2004,71.3433,35.0957,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,66.2749,31.1781,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,70.1169,34.3208,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.794,32.6286,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.500902,32.005213,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.193288,32.698113,Government of Afghanistan,Taleban,0,7
Afghanistan:Government,1,2004,65.500902,32.005213,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,65.474153,32.920909,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.151789,31.918721,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,65.181021,30.120517,Government of Afghanistan,Taleban,2,2
Afghanistan:Government,1,2004,67.25,32.25,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,67.699643,32.678329,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,64.368097,33.492041,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.690348,32.997793,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,67.394208,32.495924,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,70.146752,34.227055,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,65.488876,32.969425,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,69.192429,32.97518,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,65.465693,32.584696,Government of Afghanistan,Taleban,0,4
Afghanistan:Government,1,2004,71.1175,34.9751,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.2608,32.92962,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,64.774094,35.378197,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,64.99308,31.5819,Government of Afghanistan,Taleban,2,2
Afghanistan:Government,1,2004,65.457451,32.622501,Government of Afghanistan,Taleban,4,0
Afghanistan:Government,1,2004,65.118611,32.3225,Government of Afghanistan,Taleban,6,1
Afghanistan:Government,1,2004,65.303291,32.923595,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,70.45575,34.428844,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,63.426777,32.164345,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,70.190835,33.383675,Government of Afghanistan,Taleban,4,6
Afghanistan:Government,1,2004,71.133333,34.95,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,66.7771,32.3634,Government of Afghanistan,Taleban,0,4
Afghanistan:Government,1,2004,67.6742,32.1597,Government of Afghanistan,Taleban,0,2
Afghanistan:Government,1,2004,64.99207,31.645522,Government of Afghanistan,Taleban,4,1
Afghanistan:Government,1,2004,62.947892,32.247985,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,67.357401,31.73506,Government of Afghanistan,Taleban,1,3
Afghanistan:Government,1,1998,69.416667,34.5,Government of Afghanistan,UIFSA,4,0
Afghanistan:Government,1,1998,69.67923,34.797169,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,1998,69.1741,35.0159,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,1998,69.342607,36.607485,Government of Afghanistan,UIFSA,0,1
Afghanistan:Government,1,1998,72.0,36.75,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,1998,68.787686,35.010389,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,1998,64.78476,35.91732,Government of Afghanistan,UIFSA,2,2
Afghanistan:Government,1,1998,67.116647,36.700067,Government of Afghanistan,UIFSA,0,1400
Afghanistan:Government,1,1998,67.327386,36.92223,Government of Afghanistan,UIFSA,2,0
Afghanistan:Government,1,1998,69.4229,37.0647,Government of Afghanistan,UIFSA,35,1
Afghanistan:Government,1,1998,69.208046,34.477238,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,1998,69.163284,36.972465,Government of Afghanistan,UIFSA,4,0
Afghanistan:Government,1,1998,69.533559,36.734133,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,1998,69.342607,36.607485,Government of Afghanistan,UIFSA,18,0
Afghanistan:Government,1,1998,69.342607,36.607485,Government of Afghanistan,UIFSA,15,0
Afghanistan:Government,1,2004,69.776604,33.318041,Government of Afghanistan,Taleban,0,3
Afghanistan:Government,1,2004,64.0,31.0,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.045385,32.112391,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,64.7417,32.3052,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,65.474153,32.920909,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,69.25,34.0,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,69.140267,33.532253,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,67.897543,32.326913,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,64.0,31.0,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.8925,32.398611,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,64.0,31.0,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,67.633333,32.716667,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,69.241591,33.601338,Government of Afghanistan,Taleban,0,1
Afghanistan:Government,1,2004,70.190835,33.383675,Government of Afghanistan,Taleban,3,1
Afghanistan:Government,1,2004,67.528381,32.154018,Government of Afghanistan,Taleban,4,2
Afghanistan:Government,1,2004,66.335951,32.378207,Government of Afghanistan,Taleban,2,0
Afghanistan:Government,1,2004,65.444794,32.956692,Government of Afghanistan,Taleban,0,2
Afghanistan:Government,1,2004,65.465693,32.584696,Government of Afghanistan,Taleban,3,0
Afghanistan:Government,1,2004,69.883334,33.383334,Government of Afghanistan,Taleban,0,7
Afghanistan:Government,1,1998,69.265277,34.940555,Government of Afghanistan,UIFSA,0,2
Afghanistan:Government,1,2004,69.051591,33.973743,Government of Afghanistan,Taleban,0,0
Afghanistan:Government,1,2004,66.5131,32.174,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,68.326455,32.095253,Government of Afghanistan,Taleban,1,2
Afghanistan:Government,1,2004,66.688212,32.612577,Government of Afghanistan,Taleban,0,5
Afghanistan:Government,1,1998,71.093693,34.122312,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,1998,69.000324,34.803754,Government of Afghanistan,UIFSA,0,0
Afghanistan:Government,1,2004,66.0,32.83333,Government of Afghanistan,Taleban,1,0
Afghanistan:Government,1,2004,68.75,32.416667,Government of Afghanistan,Taleban,0,0
